serum,virus,replicate,concentration,fraction infectivity,input_folder,experiment_rep
Clesrovimab,RSV A 2020,2,1000,0.00166858,24.09.26_mAb2,mAb_2
Clesrovimab,RSV A 2020,2,285.71,0.00195758,24.09.26_mAb2,mAb_2
Clesrovimab,RSV A 2020,2,81.63,0.0027848,24.09.26_mAb2,mAb_2
Clesrovimab,RSV A 2020,2,23.32,0.00449669,24.09.26_mAb2,mAb_2
Clesrovimab,RSV A 2020,2,6.66,0.02839593,24.09.26_mAb2,mAb_2
Clesrovimab,RSV A 2020,2,1.9,0.23773752,24.09.26_mAb2,mAb_2
Clesrovimab,RSV A 2020,2,0.54,0.67547503,24.09.26_mAb2,mAb_2
Clesrovimab,RSV A 2020,2,0.16,0.7727795,24.09.26_mAb2,mAb_2
Clesrovimab,RSV A 2020,2,0.04,0.98011489,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B 2024,1,1000,0.00403241,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B 2024,1,285.71,0.00442922,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B 2024,1,81.63,0.00331637,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B 2024,1,23.32,0.01058866,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B 2024,1,6.66,0.08933508,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B 2024,1,1.9,0.4307674,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B 2024,1,0.54,0.60950906,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B 2024,1,0.16,0.82578646,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B 2024,1,0.04,0.95841277,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B 2024,2,1000,0.01191492,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B 2024,2,285.71,0.0054695,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B 2024,2,81.63,0.00808627,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B 2024,2,23.32,0.00855458,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B 2024,2,6.66,0.1104266,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B 2024,2,1.9,0.32563155,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B 2024,2,0.54,0.61379886,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B 2024,2,0.16,0.86653956,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B 2024,2,0.04,0.94804576,24.09.26_mAb2,mAb_2
Clesrovimab,RSV Long,1,1000,0.00010766,24.09.26_mAb2,mAb_2
Clesrovimab,RSV Long,1,285.71,0.0001767,24.09.26_mAb2,mAb_2
Clesrovimab,RSV Long,1,81.63,0.00025976,24.09.26_mAb2,mAb_2
Clesrovimab,RSV Long,1,23.32,0.00133888,24.09.26_mAb2,mAb_2
Clesrovimab,RSV Long,1,6.66,0.00701102,24.09.26_mAb2,mAb_2
Clesrovimab,RSV Long,1,1.9,0.09656268,24.09.26_mAb2,mAb_2
Clesrovimab,RSV Long,1,0.54,0.24423688,24.09.26_mAb2,mAb_2
Clesrovimab,RSV Long,1,0.16,0.51772838,24.09.26_mAb2,mAb_2
Clesrovimab,RSV Long,1,0.04,0.75714553,24.09.26_mAb2,mAb_2
Clesrovimab,RSV Long,2,1000,0.00017452,24.09.26_mAb2,mAb_2
Clesrovimab,RSV Long,2,285.71,0.00042789,24.09.26_mAb2,mAb_2
Clesrovimab,RSV Long,2,81.63,0.00085186,24.09.26_mAb2,mAb_2
Clesrovimab,RSV Long,2,23.32,0.00148403,24.09.26_mAb2,mAb_2
Clesrovimab,RSV Long,2,6.66,0.00773959,24.09.26_mAb2,mAb_2
Clesrovimab,RSV Long,2,1.9,0.10547357,24.09.26_mAb2,mAb_2
Clesrovimab,RSV Long,2,0.54,0.37470577,24.09.26_mAb2,mAb_2
Clesrovimab,RSV Long,2,0.16,0.79077153,24.09.26_mAb2,mAb_2
Clesrovimab,RSV Long,2,0.04,1.02391183,24.09.26_mAb2,mAb_2
Clesrovimab,RSV A2,1,1000,0.00025074,24.09.26_mAb2,mAb_2
Clesrovimab,RSV A2,1,285.71,0.00035872,24.09.26_mAb2,mAb_2
Clesrovimab,RSV A2,1,81.63,0.0004613,24.09.26_mAb2,mAb_2
Clesrovimab,RSV A2,1,23.32,0.00167805,24.09.26_mAb2,mAb_2
Clesrovimab,RSV A2,1,6.66,0.02202868,24.09.26_mAb2,mAb_2
Clesrovimab,RSV A2,1,1.9,0.10829642,24.09.26_mAb2,mAb_2
Clesrovimab,RSV A2,1,0.54,0.57301599,24.09.26_mAb2,mAb_2
Clesrovimab,RSV A2,1,0.16,0.87979578,24.09.26_mAb2,mAb_2
Clesrovimab,RSV A2,1,0.04,1.02304978,24.09.26_mAb2,mAb_2
Clesrovimab,RSV A2,2,1000,0.00159111,24.09.26_mAb2,mAb_2
Clesrovimab,RSV A2,2,285.71,0.0011154,24.09.26_mAb2,mAb_2
Clesrovimab,RSV A2,2,81.63,0.00271417,24.09.26_mAb2,mAb_2
Clesrovimab,RSV A2,2,23.32,0.00284391,24.09.26_mAb2,mAb_2
Clesrovimab,RSV A2,2,6.66,0.01109092,24.09.26_mAb2,mAb_2
Clesrovimab,RSV A2,2,1.9,0.13829867,24.09.26_mAb2,mAb_2
Clesrovimab,RSV A2,2,0.54,0.51715594,24.09.26_mAb2,mAb_2
Clesrovimab,RSV A2,2,0.16,0.77573391,24.09.26_mAb2,mAb_2
Clesrovimab,RSV A2,2,0.04,1.16179893,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B1,1,1000,0.00022655,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B1,1,285.71,0.00012615,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B1,1,81.63,0.00024907,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B1,1,23.32,0.00060539,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B1,1,6.66,0.01027583,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B1,1,1.9,0.12410404,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B1,1,0.54,0.4394942,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B1,1,0.16,0.71113149,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B1,1,0.04,1.04330735,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B1,2,1000,0.00013024,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B1,2,285.71,0.00034035,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B1,2,81.63,0.00083575,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B1,2,23.32,0.00146786,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B1,2,6.66,0.00356863,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B1,2,1.9,0.15225054,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B1,2,0.54,0.32679028,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B1,2,0.16,0.83928454,24.09.26_mAb2,mAb_2
Clesrovimab,RSV B1,2,0.04,1.04252113,24.09.26_mAb2,mAb_2
Clesrovimab,VSV,1,1000,1.03569717,24.09.26_mAb2,mAb_2
Clesrovimab,VSV,1,285.71,0.94657403,24.09.26_mAb2,mAb_2
Clesrovimab,VSV,1,81.63,1.01413512,24.09.26_mAb2,mAb_2
Clesrovimab,VSV,1,23.32,0.97244849,24.09.26_mAb2,mAb_2
Clesrovimab,VSV,1,6.66,0.90344993,24.09.26_mAb2,mAb_2
Clesrovimab,VSV,1,1.9,1.01197892,24.09.26_mAb2,mAb_2
Clesrovimab,VSV,1,0.54,0.92213704,24.09.26_mAb2,mAb_2
Clesrovimab,VSV,1,0.16,0.92644945,24.09.26_mAb2,mAb_2
Clesrovimab,VSV,1,0.04,0.92285577,24.09.26_mAb2,mAb_2
Clesrovimab,VSV,2,1000,0.99760422,24.09.26_mAb2,mAb_2
Clesrovimab,VSV,2,285.71,0.88979396,24.09.26_mAb2,mAb_2
Clesrovimab,VSV,2,81.63,0.86463824,24.09.26_mAb2,mAb_2
Clesrovimab,VSV,2,23.32,0.88404408,24.09.26_mAb2,mAb_2
Clesrovimab,VSV,2,6.66,0.95663632,24.09.26_mAb2,mAb_2
Clesrovimab,VSV,2,1.9,1.03066603,24.09.26_mAb2,mAb_2
Clesrovimab,VSV,2,0.54,0.93291806,24.09.26_mAb2,mAb_2
Clesrovimab,VSV,2,0.16,0.93651174,24.09.26_mAb2,mAb_2
Clesrovimab,VSV,2,0.04,1.00982271,24.09.26_mAb2,mAb_2
AM14,RSV A 1982,1,1000,0.01293064,24.09.26_mAb2,mAb_2
AM14,RSV A 1982,1,285.71,0.00946496,24.09.26_mAb2,mAb_2
AM14,RSV A 1982,1,81.63,0.01065775,24.09.26_mAb2,mAb_2
AM14,RSV A 1982,1,23.32,0.01722812,24.09.26_mAb2,mAb_2
AM14,RSV A 1982,1,6.66,0.14659186,24.09.26_mAb2,mAb_2
AM14,RSV A 1982,1,1.9,0.48972186,24.09.26_mAb2,mAb_2
AM14,RSV A 1982,1,0.54,0.88633162,24.09.26_mAb2,mAb_2
AM14,RSV A 1982,1,0.16,1.08010027,24.09.26_mAb2,mAb_2
AM14,RSV A 1982,1,0.04,0.94754685,24.09.26_mAb2,mAb_2
AM14,RSV A 1982,2,1000,0.005008,24.09.26_mAb2,mAb_2
AM14,RSV A 1982,2,285.71,0.00720258,24.09.26_mAb2,mAb_2
AM14,RSV A 1982,2,81.63,0.0117751,24.09.26_mAb2,mAb_2
AM14,RSV A 1982,2,23.32,0.00827981,24.09.26_mAb2,mAb_2
AM14,RSV A 1982,2,6.66,0.09569058,24.09.26_mAb2,mAb_2
AM14,RSV A 1982,2,1.9,0.38075683,24.09.26_mAb2,mAb_2
AM14,RSV A 1982,2,0.54,0.69189447,24.09.26_mAb2,mAb_2
AM14,RSV A 1982,2,0.16,0.90839203,24.09.26_mAb2,mAb_2
AM14,RSV A 1982,2,0.04,0.8692372,24.09.26_mAb2,mAb_2
AM14,RSV A 2020,1,1000,0.00122588,24.09.26_mAb2,mAb_2
AM14,RSV A 2020,1,285.71,0.00137893,24.09.26_mAb2,mAb_2
AM14,RSV A 2020,1,81.63,0.00210425,24.09.26_mAb2,mAb_2
AM14,RSV A 2020,1,23.32,0.01118669,24.09.26_mAb2,mAb_2
AM14,RSV A 2020,1,6.66,0.02371904,24.09.26_mAb2,mAb_2
AM14,RSV A 2020,1,1.9,0.37404806,24.09.26_mAb2,mAb_2
AM14,RSV A 2020,1,0.54,0.60842884,24.09.26_mAb2,mAb_2
AM14,RSV A 2020,1,0.16,0.72857671,24.09.26_mAb2,mAb_2
AM14,RSV A 2020,1,0.04,1.05434381,24.09.26_mAb2,mAb_2
AM14,RSV A 2020,2,1000,0.00471867,24.09.26_mAb2,mAb_2
AM14,RSV A 2020,2,285.71,0.00114824,24.09.26_mAb2,mAb_2
AM14,RSV A 2020,2,81.63,0.00142773,24.09.26_mAb2,mAb_2
AM14,RSV A 2020,2,23.32,0.00594159,24.09.26_mAb2,mAb_2
AM14,RSV A 2020,2,6.66,0.10691312,24.09.26_mAb2,mAb_2
AM14,RSV A 2020,2,1.9,0.3012939,24.09.26_mAb2,mAb_2
AM14,RSV A 2020,2,0.54,0.60857671,24.09.26_mAb2,mAb_2
AM14,RSV A 2020,2,0.16,0.77486137,24.09.26_mAb2,mAb_2
AM14,RSV A 2020,2,0.04,0.90499076,24.09.26_mAb2,mAb_2
AM14,RSV A2,1,1000,0.00018576,24.09.26_mAb2,mAb_2
AM14,RSV A2,1,285.71,0.00101822,24.09.26_mAb2,mAb_2
AM14,RSV A2,1,81.63,0.00020997,24.09.26_mAb2,mAb_2
AM14,RSV A2,1,23.32,0.00187506,24.09.26_mAb2,mAb_2
AM14,RSV A2,1,6.66,0.06798133,24.09.26_mAb2,mAb_2
AM14,RSV A2,1,1.9,0.21068794,24.09.26_mAb2,mAb_2
AM14,RSV A2,1,0.54,0.5912389,24.09.26_mAb2,mAb_2
AM14,RSV A2,1,0.16,0.78157459,24.09.26_mAb2,mAb_2
AM14,RSV A2,1,0.04,0.95258167,24.09.26_mAb2,mAb_2
AM14,RSV A2,2,1000,0.00018251,24.09.26_mAb2,mAb_2
AM14,RSV A2,2,285.71,0.00017697,24.09.26_mAb2,mAb_2
AM14,RSV A2,2,81.63,0.00019076,24.09.26_mAb2,mAb_2
AM14,RSV A2,2,23.32,0.00371519,24.09.26_mAb2,mAb_2
AM14,RSV A2,2,6.66,0.04266145,24.09.26_mAb2,mAb_2
AM14,RSV A2,2,1.9,0.38928195,24.09.26_mAb2,mAb_2
AM14,RSV A2,2,0.54,0.74544633,24.09.26_mAb2,mAb_2
AM14,RSV A2,2,0.16,1.2927894,24.09.26_mAb2,mAb_2
AM14,RSV A2,2,0.04,0.9339154,24.09.26_mAb2,mAb_2
AM14,RSV B 2024,1,1000,0.01160107,24.09.26_mAb2,mAb_2
AM14,RSV B 2024,1,285.71,0.00823335,24.09.26_mAb2,mAb_2
AM14,RSV B 2024,1,81.63,0.00988919,24.09.26_mAb2,mAb_2
AM14,RSV B 2024,1,23.32,0.01222774,24.09.26_mAb2,mAb_2
AM14,RSV B 2024,1,6.66,0.07907273,24.09.26_mAb2,mAb_2
AM14,RSV B 2024,1,1.9,0.47841039,24.09.26_mAb2,mAb_2
AM14,RSV B 2024,1,0.54,0.76015794,24.09.26_mAb2,mAb_2
AM14,RSV B 2024,1,0.16,1.00471278,24.09.26_mAb2,mAb_2
AM14,RSV B 2024,1,0.04,1.09998726,24.09.26_mAb2,mAb_2
AM14,RSV B 2024,2,1000,0.00831486,24.09.26_mAb2,mAb_2
AM14,RSV B 2024,2,285.71,0.00606802,24.09.26_mAb2,mAb_2
AM14,RSV B 2024,2,81.63,0.00869698,24.09.26_mAb2,mAb_2
AM14,RSV B 2024,2,23.32,0.00973634,24.09.26_mAb2,mAb_2
AM14,RSV B 2024,2,6.66,0.10913259,24.09.26_mAb2,mAb_2
AM14,RSV B 2024,2,1.9,0.41487709,24.09.26_mAb2,mAb_2
AM14,RSV B 2024,2,0.54,0.75047765,24.09.26_mAb2,mAb_2
AM14,RSV B 2024,2,0.16,0.80040759,24.09.26_mAb2,mAb_2
AM14,RSV B 2024,2,0.04,1.12444275,24.09.26_mAb2,mAb_2
AM14,RSV B1,1,1000,0.00006318,24.09.26_mAb2,mAb_2
AM14,RSV B1,1,285.71,0.00008452,24.09.26_mAb2,mAb_2
AM14,RSV B1,1,81.63,0.00010298,24.09.26_mAb2,mAb_2
AM14,RSV B1,1,23.32,0.00018641,24.09.26_mAb2,mAb_2
AM14,RSV B1,1,6.66,0.00041376,24.09.26_mAb2,mAb_2
AM14,RSV B1,1,1.9,0.11981681,24.09.26_mAb2,mAb_2
AM14,RSV B1,1,0.54,0.43297438,24.09.26_mAb2,mAb_2
AM14,RSV B1,1,0.16,1.0654784,24.09.26_mAb2,mAb_2
AM14,RSV B1,1,0.04,0.9228865,24.09.26_mAb2,mAb_2
AM14,RSV B1,2,1000,0.00123877,24.09.26_mAb2,mAb_2
AM14,RSV B1,2,285.71,0.00148137,24.09.26_mAb2,mAb_2
AM14,RSV B1,2,81.63,0.00012244,24.09.26_mAb2,mAb_2
AM14,RSV B1,2,23.32,0.0001215,24.09.26_mAb2,mAb_2
AM14,RSV B1,2,6.66,0.00360292,24.09.26_mAb2,mAb_2
AM14,RSV B1,2,1.9,0.08337666,24.09.26_mAb2,mAb_2
AM14,RSV B1,2,0.54,0.43653918,24.09.26_mAb2,mAb_2
AM14,RSV B1,2,0.16,0.77732393,24.09.26_mAb2,mAb_2
AM14,RSV B1,2,0.04,0.81792301,24.09.26_mAb2,mAb_2
AM14,RSV Long,1,1000,0.00009788,24.09.26_mAb2,mAb_2
AM14,RSV Long,1,285.71,0.00189023,24.09.26_mAb2,mAb_2
AM14,RSV Long,1,81.63,0.00014456,24.09.26_mAb2,mAb_2
AM14,RSV Long,1,23.32,0.00012926,24.09.26_mAb2,mAb_2
AM14,RSV Long,1,6.66,0.00606459,24.09.26_mAb2,mAb_2
AM14,RSV Long,1,1.9,0.17444026,24.09.26_mAb2,mAb_2
AM14,RSV Long,1,0.54,0.37860115,24.09.26_mAb2,mAb_2
AM14,RSV Long,1,0.16,0.7556172,24.09.26_mAb2,mAb_2
AM14,RSV Long,1,0.04,0.96136319,24.09.26_mAb2,mAb_2
AM14,RSV Long,2,1000,0.00017278,24.09.26_mAb2,mAb_2
AM14,RSV Long,2,285.71,0.00008441,24.09.26_mAb2,mAb_2
AM14,RSV Long,2,81.63,0.00013917,24.09.26_mAb2,mAb_2
AM14,RSV Long,2,23.32,0.0002384,24.09.26_mAb2,mAb_2
AM14,RSV Long,2,6.66,0.00183951,24.09.26_mAb2,mAb_2
AM14,RSV Long,2,1.9,0.15954032,24.09.26_mAb2,mAb_2
AM14,RSV Long,2,0.54,0.30925302,24.09.26_mAb2,mAb_2
AM14,RSV Long,2,0.16,0.76647513,24.09.26_mAb2,mAb_2
AM14,RSV Long,2,0.04,0.81157123,24.09.26_mAb2,mAb_2
AM14,VSV,1,1000,0.80703278,24.09.26_mAb2,mAb_2
AM14,VSV,1,285.71,0.9159974,24.09.26_mAb2,mAb_2
AM14,VSV,1,81.63,1.03668331,24.09.26_mAb2,mAb_2
AM14,VSV,1,23.32,1.07922726,24.09.26_mAb2,mAb_2
AM14,VSV,1,6.66,1.07662253,24.09.26_mAb2,mAb_2
AM14,VSV,1,1.9,1.00021706,24.09.26_mAb2,mAb_2
AM14,VSV,1,0.54,1.01150423,24.09.26_mAb2,mAb_2
AM14,VSV,1,0.16,1.03321033,24.09.26_mAb2,mAb_2
AM14,VSV,1,0.04,1.0167137,24.09.26_mAb2,mAb_2
AM14,VSV,2,1000,0.66498806,24.09.26_mAb2,mAb_2
AM14,VSV,2,285.71,0.99240287,24.09.26_mAb2,mAb_2
AM14,VSV,2,81.63,1.03407858,24.09.26_mAb2,mAb_2
AM14,VSV,2,23.32,1.0957239,24.09.26_mAb2,mAb_2
AM14,VSV,2,6.66,0.9871934,24.09.26_mAb2,mAb_2
AM14,VSV,2,1.9,0.95940959,24.09.26_mAb2,mAb_2
AM14,VSV,2,0.54,0.99327111,24.09.26_mAb2,mAb_2
AM14,VSV,2,0.16,1.00803126,24.09.26_mAb2,mAb_2
AM14,VSV,2,0.04,0.96722379,24.09.26_mAb2,mAb_2
hRSV90,RSV A 1982,1,1000,0.01015161,24.09.26_mAb2,mAb_2
hRSV90,RSV A 1982,1,285.71,0.0112976,24.09.26_mAb2,mAb_2
hRSV90,RSV A 1982,1,81.63,0.01519398,24.09.26_mAb2,mAb_2
hRSV90,RSV A 1982,1,23.32,0.00447607,24.09.26_mAb2,mAb_2
hRSV90,RSV A 1982,1,6.66,0.09788707,24.09.26_mAb2,mAb_2
hRSV90,RSV A 1982,1,1.9,0.60938283,24.09.26_mAb2,mAb_2
hRSV90,RSV A 1982,1,0.54,0.95881581,24.09.26_mAb2,mAb_2
hRSV90,RSV A 1982,1,0.16,1.14694998,24.09.26_mAb2,mAb_2
hRSV90,RSV A 1982,1,0.04,0.91001552,24.09.26_mAb2,mAb_2
hRSV90,RSV A 1982,2,1000,0.00496693,24.09.26_mAb2,mAb_2
hRSV90,RSV A 1982,2,285.71,0.00777176,24.09.26_mAb2,mAb_2
hRSV90,RSV A 1982,2,81.63,0.02978632,24.09.26_mAb2,mAb_2
hRSV90,RSV A 1982,2,23.32,0.01039035,24.09.26_mAb2,mAb_2
hRSV90,RSV A 1982,2,6.66,0.12730094,24.09.26_mAb2,mAb_2
hRSV90,RSV A 1982,2,1.9,0.46852095,24.09.26_mAb2,mAb_2
hRSV90,RSV A 1982,2,0.54,0.87277068,24.09.26_mAb2,mAb_2
hRSV90,RSV A 1982,2,0.16,1.06959532,24.09.26_mAb2,mAb_2
hRSV90,RSV A 1982,2,0.04,1.21952966,24.09.26_mAb2,mAb_2
hRSV90,RSV A 2020,1,1000,0.00171682,24.09.26_mAb2,mAb_2
hRSV90,RSV A 2020,1,285.71,0.00213383,24.09.26_mAb2,mAb_2
hRSV90,RSV A 2020,1,81.63,0.00137671,24.09.26_mAb2,mAb_2
hRSV90,RSV A 2020,1,23.32,0.00151201,24.09.26_mAb2,mAb_2
hRSV90,RSV A 2020,1,6.66,0.04902773,24.09.26_mAb2,mAb_2
hRSV90,RSV A 2020,1,1.9,0.29656192,24.09.26_mAb2,mAb_2
hRSV90,RSV A 2020,1,0.54,0.58994455,24.09.26_mAb2,mAb_2
hRSV90,RSV A 2020,1,0.16,0.81182994,24.09.26_mAb2,mAb_2
hRSV90,RSV A 2020,1,0.04,0.99889094,24.09.26_mAb2,mAb_2
hRSV90,RSV A 2020,2,1000,0.00130129,24.09.26_mAb2,mAb_2
hRSV90,RSV A 2020,2,285.71,0.00213013,24.09.26_mAb2,mAb_2
hRSV90,RSV A 2020,2,81.63,0.00152237,24.09.26_mAb2,mAb_2
hRSV90,RSV A 2020,2,23.32,0.00154307,24.09.26_mAb2,mAb_2
hRSV90,RSV A 2020,2,6.66,0.03627357,24.09.26_mAb2,mAb_2
hRSV90,RSV A 2020,2,1.9,0.26624769,24.09.26_mAb2,mAb_2
hRSV90,RSV A 2020,2,0.54,0.60362292,24.09.26_mAb2,mAb_2
hRSV90,RSV A 2020,2,0.16,0.82365989,24.09.26_mAb2,mAb_2
hRSV90,RSV A 2020,2,0.04,1.04177449,24.09.26_mAb2,mAb_2
hRSV90,RSV A2,1,1000,0.00123077,24.09.26_mAb2,mAb_2
hRSV90,RSV A2,1,285.71,0.00045853,24.09.26_mAb2,mAb_2
hRSV90,RSV A2,1,81.63,0.00025952,24.09.26_mAb2,mAb_2
hRSV90,RSV A2,1,23.32,0.00033395,24.09.26_mAb2,mAb_2
hRSV90,RSV A2,1,6.66,0.03488785,24.09.26_mAb2,mAb_2
hRSV90,RSV A2,1,1.9,0.35158814,24.09.26_mAb2,mAb_2
hRSV90,RSV A2,1,0.54,0.82432636,24.09.26_mAb2,mAb_2
hRSV90,RSV A2,1,0.16,0.99593557,24.09.26_mAb2,mAb_2
hRSV90,RSV A2,1,0.04,1.15911486,24.09.26_mAb2,mAb_2
hRSV90,RSV A2,2,1000,0.00020708,24.09.26_mAb2,mAb_2
hRSV90,RSV A2,2,285.71,0.00021201,24.09.26_mAb2,mAb_2
hRSV90,RSV A2,2,81.63,0.00497305,24.09.26_mAb2,mAb_2
hRSV90,RSV A2,2,23.32,0.00035044,24.09.26_mAb2,mAb_2
hRSV90,RSV A2,2,6.66,0.01946711,24.09.26_mAb2,mAb_2
hRSV90,RSV A2,2,1.9,0.20310101,24.09.26_mAb2,mAb_2
hRSV90,RSV A2,2,0.54,0.74604847,24.09.26_mAb2,mAb_2
hRSV90,RSV A2,2,0.16,1.1789854,24.09.26_mAb2,mAb_2
hRSV90,RSV A2,2,0.04,1.40117417,24.09.26_mAb2,mAb_2
hRSV90,RSV B 2024,1,1000,1.25589097,24.09.26_mAb2,mAb_2
hRSV90,RSV B 2024,1,285.71,0.96395364,24.09.26_mAb2,mAb_2
hRSV90,RSV B 2024,1,81.63,1.00522226,24.09.26_mAb2,mAb_2
hRSV90,RSV B 2024,1,23.32,1.00216533,24.09.26_mAb2,mAb_2
hRSV90,RSV B 2024,1,6.66,1.03375366,24.09.26_mAb2,mAb_2
hRSV90,RSV B 2024,1,1.9,1.26760922,24.09.26_mAb2,mAb_2
hRSV90,RSV B 2024,1,0.54,1.112215,24.09.26_mAb2,mAb_2
hRSV90,RSV B 2024,1,0.16,1.21309387,24.09.26_mAb2,mAb_2
hRSV90,RSV B 2024,1,0.04,1.23143549,24.09.26_mAb2,mAb_2
hRSV90,RSV B 2024,2,1000,0.87377404,24.09.26_mAb2,mAb_2
hRSV90,RSV B 2024,2,285.71,0.87886893,24.09.26_mAb2,mAb_2
hRSV90,RSV B 2024,2,81.63,0.94255509,24.09.26_mAb2,mAb_2
hRSV90,RSV B 2024,2,23.32,0.98637116,24.09.26_mAb2,mAb_2
hRSV90,RSV B 2024,2,6.66,0.92013756,24.09.26_mAb2,mAb_2
hRSV90,RSV B 2024,2,1.9,0.93949815,24.09.26_mAb2,mAb_2
hRSV90,RSV B 2024,2,0.54,1.12036683,24.09.26_mAb2,mAb_2
hRSV90,RSV B 2024,2,0.16,1.01999745,24.09.26_mAb2,mAb_2
hRSV90,RSV B 2024,2,0.04,1.18303401,24.09.26_mAb2,mAb_2
hRSV90,RSV B1,1,1000,0.00010046,24.09.26_mAb2,mAb_2
hRSV90,RSV B1,1,285.71,0.00009046,24.09.26_mAb2,mAb_2
hRSV90,RSV B1,1,81.63,0.0057928,24.09.26_mAb2,mAb_2
hRSV90,RSV B1,1,23.32,0.00206362,24.09.26_mAb2,mAb_2
hRSV90,RSV B1,1,6.66,0.05485827,24.09.26_mAb2,mAb_2
hRSV90,RSV B1,1,1.9,0.43757891,24.09.26_mAb2,mAb_2
hRSV90,RSV B1,1,0.54,0.69612576,24.09.26_mAb2,mAb_2
hRSV90,RSV B1,1,0.16,1.09270949,24.09.26_mAb2,mAb_2
hRSV90,RSV B1,1,0.04,0.87040475,24.09.26_mAb2,mAb_2
hRSV90,RSV B1,2,1000,0.00017492,24.09.26_mAb2,mAb_2
hRSV90,RSV B1,2,285.71,0.00006729,24.09.26_mAb2,mAb_2
hRSV90,RSV B1,2,81.63,0.0001318,24.09.26_mAb2,mAb_2
hRSV90,RSV B1,2,23.32,0.00517886,24.09.26_mAb2,mAb_2
hRSV90,RSV B1,2,6.66,0.0674836,24.09.26_mAb2,mAb_2
hRSV90,RSV B1,2,1.9,0.44639188,24.09.26_mAb2,mAb_2
hRSV90,RSV B1,2,0.54,0.73523951,24.09.26_mAb2,mAb_2
hRSV90,RSV B1,2,0.16,1.12736725,24.09.26_mAb2,mAb_2
hRSV90,RSV B1,2,0.04,1.03131576,24.09.26_mAb2,mAb_2
hRSV90,RSV Long,1,1000,0.00046634,24.09.26_mAb2,mAb_2
hRSV90,RSV Long,1,285.71,0.00011968,24.09.26_mAb2,mAb_2
hRSV90,RSV Long,1,81.63,0.00014068,24.09.26_mAb2,mAb_2
hRSV90,RSV Long,1,23.32,0.00015265,24.09.26_mAb2,mAb_2
hRSV90,RSV Long,1,6.66,0.01946503,24.09.26_mAb2,mAb_2
hRSV90,RSV Long,1,1.9,0.19671092,24.09.26_mAb2,mAb_2
hRSV90,RSV Long,1,0.54,0.50105013,24.09.26_mAb2,mAb_2
hRSV90,RSV Long,1,0.16,0.81791163,24.09.26_mAb2,mAb_2
hRSV90,RSV Long,1,0.04,0.96770359,24.09.26_mAb2,mAb_2
hRSV90,RSV Long,2,1000,0.00007719,24.09.26_mAb2,mAb_2
hRSV90,RSV Long,2,285.71,0.00009519,24.09.26_mAb2,mAb_2
hRSV90,RSV Long,2,81.63,0.00013418,24.09.26_mAb2,mAb_2
hRSV90,RSV Long,2,23.32,0.00027034,24.09.26_mAb2,mAb_2
hRSV90,RSV Long,2,6.66,0.01134932,24.09.26_mAb2,mAb_2
hRSV90,RSV Long,2,1.9,0.19869229,24.09.26_mAb2,mAb_2
hRSV90,RSV Long,2,0.54,0.52229047,24.09.26_mAb2,mAb_2
hRSV90,RSV Long,2,0.16,0.85357638,24.09.26_mAb2,mAb_2
hRSV90,RSV Long,2,0.04,1.00257579,24.09.26_mAb2,mAb_2
hRSV90,VSV,1,1000,0.91078793,24.09.26_mAb2,mAb_2
hRSV90,VSV,1,285.71,1.02452789,24.09.26_mAb2,mAb_2
hRSV90,VSV,1,81.63,1.0306056,24.09.26_mAb2,mAb_2
hRSV90,VSV,1,23.32,1.06359887,24.09.26_mAb2,mAb_2
hRSV90,VSV,1,6.66,1.02452789,24.09.26_mAb2,mAb_2
